id,topic_title,transcript_path,video_url,avatar_path,textbook_name,textbook_path,textbook_page,related_doc_name,related_doc_path,seminar_doc_name,seminar_doc_url,lecture_audio_url
1,人生１００年ヘルス＆スマート＆リッチ＆ファミリー＆カントリー,data/transcripts/動画 人生100年_processed.txt,https://photos.app.goo.gl/cfunLzBy1XKkEHRH7,static/images/default_avatar2.jpg,人生１００年ヘルス＆スマート＆リッチ＆ファミリー＆カントリー,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,2,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,http://blueearth.sakura.ne.jp/hontake_app/sound_url/Video_100_years_of_life.mp3
2,人生１００年人の一生に経る最低費用,data/transcripts/動画 人生最低費用_rewritten.txt,https://photos.app.goo.gl/C3NDAUcfLGvnZHyy5,static/images/default_avatar2.jpg,人生１００年人の一生に経る最低費用,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,http://blueearth.sakura.ne.jp/hontake_app/sound_url/Video_Life_Minimum_Cost.mp3
3,人生・子孫計画,,,static/images/default_avatar2.jpg,人生・子孫計画,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,
4,人生目標段階表,,,static/images/default_avatar2.jpg,人生目標段階表,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,
5,収入の種類,data/transcripts/動画 2024-06-17 11 26 22 (1)_rewritten.txt,https://photos.app.goo.gl/m4wCh6GEwLc9Lke18,static/images/default_avatar2.jpg,収入の種類,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,http://blueearth.sakura.ne.jp/hontake_app/sound_url/Video_2024-06-17_11_26_22_-1-.mp3
6, 人間は遺伝子と知識（経験）,data/transcripts/動画 2024-06-17 11 58 11 (1)_rewritten.txt,https://photos.app.goo.gl/oDoqoQTULWxKvLXBA,static/images/default_avatar2.jpg, 人間は遺伝子と知識（経験）,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,http://blueearth.sakura.ne.jp/hontake_app/sound_url/Video_2024-06-17_11_58_11_-1-.mp3
7,国民の家畜化からの脱出,,,static/images/default_avatar2.jpg,国民の家畜化からの脱出,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,
8,年金支給額減少,data/transcripts/IMG_2581_processed.txt,https://photos.app.goo.gl/yVQUAHAqLaTbYh1L9,static/images/default_avatar2.jpg,年金支給額減少,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,9,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2581.mp3
9,成功の条件,data/transcripts/IMG_2582_processed.txt,https://photos.app.goo.gl/fnCBrsVnLJ45xKhd6,static/images/default_avatar2.jpg,成功の条件,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,16,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2582.mp3
10,知的・物的・人的財産リスト,,,static/images/default_avatar2.jpg,知的・物的・人的財産リスト,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,
11,FD成功システム,data/transcripts/IMG_2583_rewritten.txt,https://photos.app.goo.gl/F8TM8z7i4CU1XL8r9,static/images/default_avatar2.jpg,FD成功システム,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2583.mp3
12,核造り,data/transcripts/IMG_2585_processed.txt,https://photos.app.goo.gl/gozqxPV3ovPmNCp1A,static/images/default_avatar2.jpg,核造り,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,19,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2585.mp3
13,フォーデイズプラン,data/transcripts/IMG_2596_processed.txt,https://photos.app.goo.gl/t53yzfU6FG9GtXuj8,static/images/default_avatar2.jpg,フォーデイズプラン,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,20,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2596.mp3
14,ボーナス計算法,,,static/images/default_avatar2.jpg,ボーナス計算法,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,
15,投資と株上昇＆配当金,data/transcripts/IMG_2597_processed.txt,https://photos.app.goo.gl/vWZGSqEMYosfd8Th6,static/images/default_avatar2.jpg,投資と株上昇＆配当金,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,22,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2597.mp3
16,リニューアル・リスキニング,data/transcripts/IMG_2598_processed.txt,https://photos.app.goo.gl/U3CkaJnGpQKAv55e8,static/images/default_avatar2.jpg,リニューアル・リスキニング,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,23,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2598.mp3
17,人生向上計画,data/transcripts/IMG_2599_processed.txt,https://photos.app.goo.gl/BxJ3dQMvFUh3XBQDA,static/images/default_avatar2.jpg,人生向上計画,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,24,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2599.mp3
18,アファーメーションとOリング,,,static/images/default_avatar2.jpg,アファーメーションとOリング,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,
19,心と体と人生のメカニズム,data/transcripts/IMG_2601_processed.txt,https://photos.app.goo.gl/drNLY6Qo2wTE3i6z8,static/images/default_avatar2.jpg,心と体と人生のメカニズム,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,27,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2601.mp3
20,経営の推移,data/transcripts/IMG_2602_processed.txt,https://photos.app.goo.gl/F8TM8z7i4CU1XL8r9,static/images/default_avatar2.jpg,経営の推移,http://blueearth.sakura.ne.jp/hontake_app/textbook/Life_improvement.pd,28,,,人生向上.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/AHDv9Ye95v5ZmIxV_LpAWa8/%E4%BA%BA%E7%94%9F%E5%90%91%E4%B8%8A.pdf?rlkey=e0wc17cwc6c4aalzo729vli28&dl=0,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2602.mp3
21,身体の経営,data/transcripts/IMG_2733_rewritten.txt,https://photos.app.goo.gl/C7ZvtgtyB4mC5BQ77,static/images/default_avatar2.jpg,身体の経営,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2733.mp3
22,身体の構成,,,static/images/default_avatar2.jpg,身体の構成,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,
23,ＡＴＧＣは元素で出来ている,data/transcripts/IMG_2734_rewritten.txt,https://photos.app.goo.gl/YHSQRTNiKA2dyxYKA,static/images/default_avatar2.jpg,ＡＴＧＣは元素で出来ている,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2734.mp3
24,正常な設計図と不健康の設計図,,,static/images/default_avatar2.jpg,正常な設計図と不健康の設計図,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,
25,遺伝子を壊すもの・活性酸素,data/transcripts/IMG_2735_rewritten.txt,https://photos.app.goo.gl/V8ACXuSW3QW8hkcN7,static/images/default_avatar2.jpg,遺伝子を壊すもの・活性酸素,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2735.mp3
26,病気には2種類ある,data/transcripts/IMG_2736_rewritten.txt,https://photos.app.goo.gl/ahxCL6DrGEnTU5WK6,static/images/default_avatar2.jpg,病気には2種類ある,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2736.mp3
27,白血球,data/transcripts/IMG_2737_rewritten.txt,https://photos.app.goo.gl/iY5MzR7UextWZwww6,static/images/default_avatar2.jpg,白血球,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2737.mp3
28,免疫グラフ,data/transcripts/IMG_2738_rewritten.txt,https://photos.app.goo.gl/9SohUwEpruUrnu83A,static/images/default_avatar2.jpg,免疫グラフ,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2738.mp3
29,ＤＮＡが生命体,data/transcripts/IMG_2739_rewritten.txt,https://photos.app.goo.gl/QXKHXgHfoQ2yUWjk7,static/images/default_avatar2.jpg,ＤＮＡが生命体,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2739.mp3
30,身体で大切な物,,,static/images/default_avatar2.jpg,身体で大切な物,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,
31,人間の成長＆衰退過程,data/transcripts/IMG_2741_rewritten.txt,https://photos.app.goo.gl/5D1wFdrYr1utfRfs9,static/images/default_avatar2.jpg,人間の成長＆衰退過程,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2741.mp3
32,健康の理由,data/transcripts/IMG_2742_rewritten.txt,https://photos.app.goo.gl/ste3jVwmmD4Fw8Kz7,static/images/default_avatar2.jpg,健康の理由,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2742.mp3
33,１０大栄養素,data/transcripts/IMG_2743_rewritten.txt,https://photos.app.goo.gl/PUX8XXYxW81HDMdD7,static/images/default_avatar2.jpg,１０大栄養素,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2743.mp3
34,栄養の量とスコアバランス,data/transcripts/IMG_2744_rewritten.txt,https://photos.app.goo.gl/giMPwuBvyR7Cu1Cr9,static/images/default_avatar2.jpg,栄養の量とスコアバランス,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2744.mp3
35,遺伝子組み換え食品,,,static/images/default_avatar2.jpg,遺伝子組み換え食品,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,
36,栄養別食品ランキング（タンパク質・ビタミン）,data/transcripts/IMG_2745_rewritten.txt,https://photos.app.goo.gl/ZfH3TDrgLRRkjgMh8,static/images/default_avatar2.jpg,栄養別食品ランキング（タンパク質・ビタミン）,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2745.mp3
37,栄養別食品ランキング（ミネラル）,,,static/images/default_avatar2.jpg,栄養別食品ランキング（ミネラル）,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,
38,アミノ酸,data/transcripts/IMG_2746_rewritten.txt,https://photos.app.goo.gl/RYR6VhEiqPzQBwa17,static/images/default_avatar2.jpg,アミノ酸,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2746.mp3
39,オメガ３系脂肪酸,data/transcripts/IMG_2753_rewritten.txt,https://photos.app.goo.gl/tjPDfpVCqfTasYvw7,static/images/default_avatar2.jpg,オメガ３系脂肪酸,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2753.mp3
40,必須アミノ酸９種,,,static/images/default_avatar2.jpg,必須アミノ酸９種,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,
41,酵素,,,static/images/default_avatar2.jpg,酵素,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,
42,買えそうな食材選択,,,static/images/default_avatar2.jpg,買えそうな食材選択,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,
43,健康集団創造の企画,data/transcripts/IMG_2754_rewritten.txt,https://photos.app.goo.gl/S9Jd1KqVn6AFbtPa6,static/images/default_avatar2.jpg,健康集団創造の企画,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2754.mp3
44,筋トレでインスタ映えする体型を目指す,data/transcripts/IMG_2755_rewritten.txt,https://photos.app.goo.gl/bhb6CgjTaBWVt1kP8,static/images/default_avatar2.jpg,筋トレでインスタ映えする体型を目指す,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2755.mp3
45,運動の習慣１,,https://photos.app.goo.gl/fygfsLb9aEZg8jjm9,static/images/default_avatar2.jpg,運動の習慣１,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,
46,運動の習慣２,,https://photos.app.goo.gl/5ad87ZB19MDSeD2Z9,static/images/default_avatar2.jpg,運動の習慣２,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,
47,運動の習慣３,,https://photos.app.goo.gl/QdsswpvsQtrynsqx5,static/images/default_avatar2.jpg,運動の習慣３,http://blueearth.sakura.ne.jp/hontake_app/textbook/Healthy_every_day.pdf,,,,健康な毎日.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E5%81%A5%E5%BA%B7%E3%81%AA%E6%AF%8E%E6%97%A5.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,
