id,topic_title,transcript_path,video_url,avatar_path,textbook_name,textbook_path,textbook_page,related_doc_name,related_doc_path,seminar_doc_name,seminar_doc_url,lecture_audio_url
220,人の思いとブレーキ,data/transcripts/IMG_2693_rewritten.txt,https://photos.app.goo.gl/VnWh8FgKLHX8G6kbA,static/images/default_avatar2.jpg,人の思いとブレーキ,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2693.mp3
221,貧乏な国民を創る日教組の労働収入教育,data/transcripts/IMG_2694_rewritten.txt,https://photos.app.goo.gl/XVojsn4JcSt3jpVv5,static/images/default_avatar2.jpg,貧乏な国民を創る日教組の労働収入教育,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2694.mp3
222,８時間の法則,data/transcripts/IMG_2695_rewritten.txt,https://photos.app.goo.gl/mY1vq15XJui2pW3j8,static/images/default_avatar2.jpg,８時間の法則,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2695.mp3
223,生涯必要資金表を見て、人々のニーズと対策,data/transcripts/IMG_2696_rewritten.txt,https://photos.app.goo.gl/rg1jFa5HdNVDSGgg6,static/images/default_avatar2.jpg,生涯必要資金表を見て、人々のニーズと対策,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2696.mp3
224,４倍の法則（７８対２２の法則）,data/transcripts/IMG_2697_rewritten.txt,https://photos.app.goo.gl/Nuo9uMKPQehBXcdm8,static/images/default_avatar2.jpg,４倍の法則（７８対２２の法則）,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2697.mp3
225,４倍の法則の応用（ABCの法則）,data/transcripts/IMG_2701_rewritten.txt,https://photos.app.goo.gl/a2BwRx4pPXwrTg9Q7,static/images/default_avatar2.jpg,４倍の法則の応用（ABCの法則）,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2701.mp3
226,ABC連鎖式,,,static/images/default_avatar2.jpg,ABC連鎖式,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,
227,ABC営業システムの仕組み,,,static/images/default_avatar2.jpg,ABC営業システムの仕組み,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,
228,連鎖式とは,data/transcripts/IMG_2702_rewritten.txt,https://photos.app.goo.gl/VunjBDe88evgXD5e7,static/images/default_avatar2.jpg,連鎖式とは,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2702.mp3
229,やらない理由集,data/transcripts/IMG_2703_rewritten.txt,https://photos.app.goo.gl/oREmXhYpkCyDauAV7,static/images/default_avatar2.jpg,やらない理由集,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2703.mp3
230,魅力とは,data/transcripts/IMG_2704_rewritten.txt,https://photos.app.goo.gl/sc8a8rpSZ1MqN5oc7,static/images/default_avatar2.jpg,魅力とは,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2704.mp3
231,知人の作り方,data/transcripts/IMG_2705_rewritten.txt,https://photos.app.goo.gl/VEo8MpHLYE4zn2sz8,static/images/default_avatar2.jpg,知人の作り方,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2705.mp3
232,人脈造り,data/transcripts/IMG_2706_rewritten.txt,https://photos.app.goo.gl/gNAdZd1yxGUXsb4WA,static/images/default_avatar2.jpg,人脈造り,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2706.mp3
233,ビジネスシステム,data/transcripts/IMG_2707_rewritten.txt,https://photos.app.goo.gl/5cDXXVCBzTjev7tx8,static/images/default_avatar2.jpg,ビジネスシステム,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2707.mp3
234,元号別時代の推移,data/transcripts/IMG_2708_rewritten.txt,https://photos.app.goo.gl/hRrTNSPoxZznN8BG7,static/images/default_avatar2.jpg,元号別時代の推移,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2708.mp3
235,集客＆育成システム,data/transcripts/IMG_2709_rewritten.txt,https://photos.app.goo.gl/FNvEJ5PJmGvyTHSc7,static/images/default_avatar2.jpg,集客＆育成システム,http://blueearth.sakura.ne.jp/hontake_app/textbook/Customer_attraction_and_nurturing_20251015.pdf,,,,集客と育成.pdf,https://www.dropbox.com/scl/fo/w1pm4kxrdgcs5eox65d31/APG67gk7N_HKqqFHbHLrUIw?dl=0&e=11&preview=%E9%9B%86%E5%AE%A2%E3%81%A8%E8%82%B2%E6%88%90.pdf&rlkey=e0wc17cwc6c4aalzo729vli28&st=14h3hvg2,http://blueearth.sakura.ne.jp/hontake_app/sound_url/IMG_2709.mp3
236,グレート・サクセス・セミナー　１ヶ月目／「市場」（マーケット）,data/transcripts/グレート・サクセス・セミナー　１ヶ月目／「市場」（マーケット）_rewritten.txt,https://youtu.be/roNW1Yu6g0o,static/images/default_avatar2.jpg,,,,,,,,http://blueearth.sakura.ne.jp/hontake_app/sound_url/Great_Success_Seminar_Month_1_-Market-_mp3
237,確実に成功するための常識 No.1 「なぜ不況か？／人口編」,data/transcripts/確実に成功するための常識 No.1 「なぜ不況か？／人口編」_rewritten.txt,https://youtu.be/wXAsi0yz7J0,static/images/default_avatar2.jpg,,,,,,,,http://blueearth.sakura.ne.jp/hontake_app/sound_url/Common_sense_to_be_sure_of_success_No.1_Why_is_there_a_recession@_Population_edition_mp3
238,確実に成功するための常識 No.2「なぜ不況か？／グローバル化編」,data/transcripts/確実に成功するための常識 No.2「なぜ不況か？／グローバル化編」_rewritten.txt,https://youtu.be/T4hK8mYpGRk,static/images/default_avatar2.jpg,,,,,,,,http://blueearth.sakura.ne.jp/hontake_app/sound_url/Common_sense_for_sure_success_No.2_-Why_a_recession@_-Globalization_Edition-_mp3
239,確実に成功するための常識 No.3 「なぜ不況か？／税金編」,data/transcripts/確実に成功するための常識 No.3 「なぜ不況か？／税金編」_rewritten.txt,https://youtu.be/AJWqZarQRVQ,static/images/default_avatar2.jpg,,,,,,,,http://blueearth.sakura.ne.jp/hontake_app/sound_url/Common_sense_for_sure_success_No.3_-Why_recession@_-Tax_Edition-_mp3
240,確実に成功するための常識 No.4「引き延ばしの悪魔」,data/transcripts/確実に成功するための常識 No.4「引き延ばしの悪魔」_rewritten.txt,https://youtu.be/xy_CLRwGW5o,static/images/default_avatar2.jpg,,,,,,,,http://blueearth.sakura.ne.jp/hontake_app/sound_url/Common_sense_to_succeed_for_sure_No.4_-The_Devil_of_Procrastination-_mp3
241,確実に成功するための常識 No.5 「人生の設計図編」,data/transcripts/確実に成功するための常識 No.5 「人生の設計図編」_rewritten.txt,https://youtu.be/wnbiZ7KWlMw,static/images/default_avatar2.jpg,,,,,,,,http://blueearth.sakura.ne.jp/hontake_app/sound_url/Common_sense_for_sure_success_No.5_-Life^s_blueprint-_mp3
242,確実に成功するための常識 No.6 「知識の総量とバランス」,data/transcripts/確実に成功するための常識 No.6 「知識の総量とバランス」_rewritten.txt,https://youtu.be/vinlHzZjIR4,static/images/default_avatar2.jpg,,,,,,,,http://blueearth.sakura.ne.jp/hontake_app/sound_url/Common_sense_for_sure_success_No.6_-Total_amount_and_balance_of_knowledge-_mp3
